year,title,company_name,language,event_type,performance_start_date,performance_end_date,venue_block_number,venue_street_name,venue_floor_number,venue_unit_number,venue_building_name,synopsis,rating_decision,consumer_advice
2019,VOICE OF LEGENDS,SUGUMAR GURUSARAVANAN,TAMIL,Pop/Rock Concert,19/07/19,19/07/19,1,RAFFLES BOULEVARD,6,1,SUNTEC CITY,Musical concert by Indian artistes.,General,na
2019,MAGGIE LINDEMANN LIVE IN SINGAPORE,MODE ENTERTAINMENT PTE. LTD.,ENGLISH,Pop/Rock Concert,26/06/19,26/06/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Indoor concert by Maggie Lindemann, an American singer-songwriter based in Los Angeles.",Advisory 16,Some Mature Content
2019,WE ARE SINGERS,BIZ TRENDS MEDIA PTE. LTD.,CHINESE,Pop/Rock Concert,10/8/2019,10/8/2019,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,Indoor concert featuring three Taiwanese artists performing songs in Mandarin.,General,na
2019,CARACAL PRESENTS DAILY ESSENTIALS,KITTYWU RECORDS,ENGLISH,Pop/Rock Concert,21/07/19,21/07/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"This event is an indoor concert featuring Singapore post-hardcore band, Caracal, with support acts by five local and regional bands: Hrvst (Singapore); Marijannah (Singapore); Valley of Chrome (Filipino); Typecast (Filipino); and Nothing to Declare (Japanese).",Advisory,Some Mature Content and Coarse Language
2019,GROUND CONTROL,"NG ZHI WEI, EUGENE",ENGLISH,Pop/Rock Concert,20/07/19,20/07/19,37,LORONG 23 GEYLANG,7,2,YU LI INDUSTRIAL BUILDING,"An indoor indie rock concert featuring 5 local bands: Blank Slate, Robot Cat Incorporated, Eff0rt, Zoe's band and Coming Up Roses.",General,na
2019,"IMMOLATION (USA) - LIVE IN SINGAPORE, 30TH AUGUST 2019.",POH CHEE CHEONG,ENGLISH,Pop/Rock Concert,30/08/19,30/08/19,45,ARMENIAN STREET,1,1,na,"A concert by American heavy metal band, Immolation, with supporting act by local band, Truth Be Known.",Advisory 16,Some Mature Content and Coarse Language
2019,MY LOVE ANDY LAU WORLD TOUR SINGAPORE,UNUSUAL ENTERTAINMENT PTE. LTD.,CHINESE,Pop/Rock Concert,25/09/19,28/09/19,2,STADIUM WALK,1,1,KALLANG INDOOR STADIUM,"Four-night concert by Hong Kong actor, singer, lyricist and producer, Andy Lau.",General,na
2019,THE VAMPS FOUR CORNERS 2019 TOUR LIVE IN SINGAPORE,CK STAR ENTERTAINMENT PTE. LTD.,ENGLISH,Pop/Rock Concert,15/08/19,15/08/19,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"A concert by British band, The Vamps.",General,na
2019,SOCIAL CIRCUIT LIVE IN SINGAPORE,DYLAN SAVIO DE SOUZA,ENGLISH,Pop/Rock Concert,3/8/2019,3/8/2019,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"A concert by Malaysian emo band ""Social Circuit"" with supporting acts by three local bands.",General,na
2019,(YET) ANOTHER PARTY,NIGEL JOSEPH LOPEZ,ENGLISH,Pop/Rock Concert,6/7/2019,6/7/2019,2,ORCHARD LINK,na,na,SCAPE,"(Yet) Another Party is a concert organised by Singapore-based record label Middle Class Cigars. For this concert, the record label collaborates with five bands namely, Subsonic Eye, Forests, Terrible People, The Building and Sobs,who will be showcasing their original compositions.",Advisory 16,Some Mature Content and Coarse Language
2019,ÆTHER (SG LAUNCH NIGHT),JAYNI WONG,ENGLISH,Pop/Rock Concert,17/08/19,17/08/19,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"ÆTHER (SG Launch Night) is a concert featuring four local indie bands namely, Two Seas, Woes, Sphaeras and sub:shaman.",Advisory,Some Mature Content
2019,UGLY BOYS PRESENTS: ONE NIGHT ONLY 2019,PINEDA KRISTIAN LEE EVANGELISTA,ENGLISH,Pop/Rock Concert,19/10/19,19/10/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"“Ugly Boys Presents: One Night Only 2019” is a one-night only local rap concert by independent music label/collective, Ugly Boys. The concert will feature four local artistes: P_Neda, Amthakid, $ain’t and Killmeslow.",Advisory 16,Mature Content and Coarse Language
2019,"THE ""GOOD GOOD FATHER"" WORSHIP NIGHT WITH PAT BARRETT",SOUGHT AFTER MUSIC,ENGLISH,Pop/Rock Concert,24/07/19,24/07/19,3,MARINE PARADE CENTRAL,na,na,TOUCHCENTRE,"Indoor concert by American singer/songwriter of Christian worship songs, Pat Barrett.",General,na
2019,U2 - THE JOSHUA TREE TOUR 2019 LIVE IN SINGAPORE,LIVE NATION (SINGAPORE) HOLDINGS PTE. LTD.,ENGLISH,Pop/Rock Concert,30/11/19,1/12/2019,1,STADIUM DRIVE,na,na,na,"Indoor concert by Irish rock band, U2.",General,na
2019,THE 1975 - LIVE IN SINGAPORE,NOW/LIVE PTE. LTD.,ENGLISH,Pop/Rock Concert,16/09/19,16/09/19,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"“The 1975 – Live in Singapore” is an indie music concert featuring English pop rock band, The 1975, with an opening performance by London-based Filipino band, No Rome.",Advisory,Some Mature Content and Coarse Language
2019,VANS MUSICIANS WANTED,BANDWAGON PTE. LTD.,ENGLISH,Pop/Rock Concert,19/07/19,19/07/19,na,SELEGIE ROAD,8,0,PARKLANE SHOPPING MALL,"“Van Musician Wanted” is a music competition featuring five local musicians/bands who had been shortlisted for the Vans Musicians Wanted Singapore showcase. The musicians/bands are Elsa Mickayla, Pathetic Ordinary, Bad Dod, Shirly Temple, Wavebomb and Iana.",General,na
2019,USTAD RAHAT FATEH ALI KHAN,DE IDEAZ PTE. LTD.,OTHER INDIAN,Pop/Rock Concert,16/08/19,16/08/19,1,RAFFLES BOULEVARD,6,601,SUNTEC CITY,"Concert featuring Pakistani playback singer, Ustad Rahat Fateh Ali Khan.",General,na
2019,ZINDAGI KA SAFAR,DE IDEAZ PTE. LTD.,OTHER INDIAN,Pop/Rock Concert,25/08/19,25/08/19,100,BEACH ROAD,3,1,SHAW TOWERS,Indoor concert with live singing performances.,General,na
2019,SHAWN MENDES: THE TOUR,19SIXTYFIVE PTE. LTD.,ENGLISH,Pop/Rock Concert,4/10/2019,4/10/2019,1,STADIUM DRIVE,na,na,na,"Concert by award-winning Canadian singer, Shawn Mendes.",General,na
2019,WU BAI & CHINA BLUE CONCERT 2019,BIZ TRENDS MUSIC PTE. LTD.,CHINESE,Pop/Rock Concert,7/9/2019,7/9/2019,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert features Taiwanese's band Wu Bai and China Blue performing songs in Mandarin and Hokkien.,General,na
2019,EMOFEST,WONG JIAN LIANG,ENGLISH,Pop/Rock Concert,20/07/19,20/07/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,Emofest is a non-profit event that will showcase eight local bands performing as their favourite emo/pop-punk bands from their secondary school days.,Advisory,Some Mature Content and Coarse Language
2019,BACKTRACK LIVE IN SINGAPORE,MAS ZAMIR BIN JU,ENGLISH,Pop/Rock Concert,16/09/19,16/09/19,37,LORONG 23 GEYLANG,2,37,YU LI INDUSTRIAL BUILDING,“Backtrack Live in Singapore” in an indoor hardcore concert headlined by American hardcore punk band Backtrack. The concert will also feature supporting acts by local hardcore bands Hollow Threat and Overthrown as well as Malaysian hardcore band Triangle.,Advisory,Some Mature Content
2019,JYOCHO - LIVE IN SINGAPORE,ADAM KOSNAN BIN KOSNAN SIRAN,ENGLISH,Pop/Rock Concert,6/9/2019,6/9/2019,37,LORONG 23 GEYLANG,2,na,YU LI INDUSTRIAL BUILDING,“Jyocho - Live in Singapore” is an indoor concert featuring Japanese instrumental rock band “Jyocho”. The concert will also feature opening acts by local bands “Cues” and “Approaching Aphelion” as well as Malaysian band “Lust”.,General,na
2019,THE BLACK SKIRTS [THIRSTY] ASIA TOUR 2019 IN SINGAPORE,MERAKI STUDIO PTE. LTD.,ENGLISH,Pop/Rock Concert,15/08/19,15/08/19,28,CHINA STREET,na,na,na,"A concert by South Korean indie singer-songwriter, The Black Skirts.",General,na
2019,VISUALIZE 2019,ALLAN VALENTINO PATRICK,ENGLISH,Pop/Rock Concert,27/10/19,27/10/19,na,ALIWAL STREET,na,na,na,"“Visualize” seeks to provide a platform for artistes/bands from Singapore to perform and market their works. The line-up of bands that will be performing at this year’s event include: We The Villians, O.S.R.313, Terminal Cry, Coup de Grâce and El Familia.",Advisory 16,Mature Content
2019,MY SONGS 7,BIZ TRENDS PRODUCTIONS PTE. LTD.,CHINESE,Pop/Rock Concert,14/09/19,14/09/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,Indoor concert with songs performed by Taiwanese and Hong Kong artists in Mandarin.,General,na
2019,'EXO PLANET #5 - EXPLORATION' IN SINGAPORE,LIVE NATION SINGAPORE CONCERTS PTE. LTD.,OTHERS,Pop/Rock Concert,15/09/19,15/09/19,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,"Concert by Korean boyband, EXO.",General,na
2019,KANG DANIEL SHOWCASE PARTY 2019,UNUSUAL ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,16/08/19,16/08/19,2,STADIUM WALK,1,1,KALLANG INDOOR STADIUM,"Indoor fanmeeting event by South Korean artist, Kang Daniel.",General,na
2019,STREAM 2019,MUSE INC. SINGAPORE PTE. LTD.,ENGLISH,Pop/Rock Concert,16/08/19,17/08/19,na,RIVER VALLEY ROAD,1,na,TRADERS' MARKET,"Outdoor live singing performances by local singers Tim De Cotta, Subsonic Eye, Yung Raja and Theodora.",General,na
2019,DEAF HAVANA LIVE IN SINGAPORE,SEAN SRIRAJ SUNDARAN,ENGLISH,Pop/Rock Concert,30/08/19,30/08/19,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,Indoor concert by UK alternative rock band Deaf Havana.,General,na
2019,JUNKYARD JAMZ,MOHAMAD ADNAN BIN MD OTHMAN,ENGLISH,Pop/Rock Concert,29/09/19,29/09/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"“Junkyard Jamz” is an indoor rock concert featuring local bands Kurisau, Intifadah, Dying Fate, Iman’s league and Knightingale as well as an opening act by local band Dentro.",Advisory,Some Mature Content
2019,RETROGRESSION,JON EMMANUEL QUISMUNDO GUMAPON,ENGLISH,Pop/Rock Concert,28/09/19,28/09/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"""Retrogression"" is an concert featuring the metal bands: Remnants; Allegiance; Tariot; Embrace Them Ghosts; Plvindre; and Proposal.",Advisory,Some Mature Content and Coarse Language
2019,AFTER THE BURIAL LIVE IN SINGAPORE,MOHAMMAD SHAHRIZAL BIN ZAINAL ABIDIN,ENGLISH,Pop/Rock Concert,23/08/19,23/08/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"A concert by American progressive metal band, After The Burial.",Advisory,Some Mature Content
2019,VANS HARDCORE SHOWCASE 1,BANDWAGON PTE. LTD.,ENGLISH,Pop/Rock Concert,4/10/2019,4/10/2019,na,LORONG 23 GEYLANG,2,0,YU LI INDUSTRIAL BUILDING,"“Vans Hardcore Showcase 1” is an indoor concert that features the three local hardcore bands: ""Hollow Threat"", ""Radigals"" and ""Mouthful of Air"".",Advisory,Some Mature Content
2019,XINYAO 37 REUNION CONCERT,TCR MUSIC STATION,CHINESE,Pop/Rock Concert,24/08/19,24/08/19,1,VISTA EXCHANGE GREEN,na,na,THE STAR,Indoor concert featuring Xin Yao songs performance.,General,na
2019,EXISTS REUNION (SINGAPORE),NURJIHAN BINTE JAUHAR,MALAY,Pop/Rock Concert,5/10/2019,5/10/2019,1,STARS AVENUE,na,na,MEDIACORP CAMPUS,"Reunion concert featuring Malaysian band, Exists.",General,na
2019,AN EVENING WITH GINA & WALLACE,SINGAPORE STREET FESTIVAL LTD.,CHINESE,Pop/Rock Concert,24/08/19,24/08/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,“An Evening with Gina & Wallace” is an indoor concert featuring local artists Gina Tan and Wallace Ang.,General,na
2019,ALEC BENJAMIN CAUGHT IN THE MIDDLE WORLD TOUR SINGAPORE,COLLECTIVE MINDS PTE. LTD.,ENGLISH,Pop/Rock Concert,20/08/19,20/08/19,28,CHINA STREET,1,1,na,“Alec Benjamin Caught In The Middle World Tour Singapore” is an indoor concert featuring American singer-songwriter Alec Benjamin.,Advisory,Some Mature Content
2019,CONCERT AURORA,KYLE JOHN TAN WEI HAO,ENGLISH,Pop/Rock Concert,16/08/19,16/08/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,A charity concert performed by students largely from SJI International to raise funds for Touch Community Services.,General,na
2019,WE ARE SINGERS 2,BIZ TRENDS PUBLISHING PTE. LTD.,CHINESE,Pop/Rock Concert,5/10/2019,5/10/2019,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"Indoor concert with live singing performances by Taiwanese veteran singer, Zhao Chuan, and Taiwanese Mandopop singer, Julia Peng Jia Hui.",General,na
2019,FEI YU QING FAREWELL ENCORE SHOW,BIZ TRENDS MEDIA PTE. LTD.,CHINESE,Pop/Rock Concert,12/10/2019,12/10/2019,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,"Concert by Taiwanese veteran singer, Fei Yu Qing.",General,na
2019,DAY6 WORLD TOUR 'GRAVITY' IN SINGAPORE,LIVE NATION SINGAPORE CONCERTS PTE. LTD.,OTHERS,Pop/Rock Concert,5/10/2019,5/10/2019,1,VISTA EXCHANGE GREEN,na,na,THE STAR,“Day6 World Tour ‘Gravity’ Singapore” is an indoor concert featuring South Korean boy band Day6.,General,na
2019,"THE 3RD WISH, MECBAND SG LIVE ?????, ??????????",AJ CULTURAL AND CREATIVE PTE. LTD.,CHINESE,Pop/Rock Concert,22/11/19,22/11/19,28,CHINA STREET,na,na,na,"An indoor concert featuring Taiwanese band ""Men Envy Children"" (MEC Band).",General,na
2019,MIIKOTHE13TH ALBUM LAUNCH,MUHAMMAD DANISH NAUFAL BIN MOHD YUSOFF,MALAY,Pop/Rock Concert,8/11/2019,9/11/2019,28,ALIWAL STREET,1,3,na,Album launch event with live singing performances by Singaporean hip hop artiste Miikothe13th.,General,na
2019,VANS HARDCORE SHOWCASE 2,BANDWAGON PTE. LTD.,ENGLISH,Pop/Rock Concert,18/10/19,18/10/19,28,ALIWAL STREET,1,1,na,"Concert featuring live singing performances by local bands, Overthrown, False Plaintiff and Recover.",General,na
2019,VANS HARDCORE SHOWCASE 3,BANDWAGON PTE. LTD.,ENGLISH,Pop/Rock Concert,2/11/2019,2/11/2019,45,ARMENIAN STREET,1,na,na,"Concert featuring four local bands - Doldrey (hardcore punk, black/death metal); Wormrot (grindcore); Fuse (hardcore punk); and, LC93 (hardcore).",Advisory,Some Mature Content
2019,MOOD MELANGE ALBUM CONCERT,SANDEEP CHATTERJEE,OTHERS,Pop/Rock Concert,25/08/19,25/08/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Concert by local Indian musician, Sandeep Chatterjee. Features original compositions as well as popular songs from Hindi films.",General,na
2019,THE BETHS LIVE IN SINGAPORE,BANDWAGON PTE. LTD.,ENGLISH,Pop/Rock Concert,16/10/19,16/10/19,37,LOR 23 GEYLANG,na,na,YULI INDUSTRIAL BUILDING,"Indoor concert by New Zealand act, The Beths.",General,na
2019,NEW HOPE CLUB SINGAPORE CONCERT 2019,LIVE NATION (SINGAPORE) HOLDINGS PTE. LTD.,ENGLISH,Pop/Rock Concert,29/10/19,29/10/19,28,CHINA STREET,1,1,na,"Concert featuring British pop trio, New Hope Club.",General,na
2019,WHY DON'T WE SINGAPORE CONCERT 2019,LIVE NATION (SINGAPORE) HOLDINGS PTE. LTD.,ENGLISH,Pop/Rock Concert,16/11/19,16/11/19,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"An indoor pop concert featuring American boy band, Why Don't We.",General,na
2019,FUSE EP RELEASE SHOW,SITI SYAFIQAH BINTE ABDUL RASHID,ENGLISH,Pop/Rock Concert,26/10/19,26/10/19,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"“Fuse EP Release Show” is an indoor hardcore punk concert headlined by local hardcore punk band, Fuse, as part of their EP release. The concert will also feature supporting acts by hardcore bands Losing End, Renegade, Plague Bearer, Fluke and Safety Zone.",Advisory,Some Mature Content
2019,CHEN MONG VOCAL GROUP CONCERT 2019,CHEN MONG VOCAL GROUP,CHINESE,Pop/Rock Concert,7/9/2019,7/9/2019,7,SHENTON WAY,na,na,SINGAPORE CONFERENCE HALL,Indoor live singing recital in Mandarin.,General,na
2019,2019 JONATHAN LEE [THOSE SONGS THROUGH THE YEARS] LIVE IN SINGAPORE,LIVE NATION SINGAPORE CONCERTS PTE. LTD.,CHINESE,Pop/Rock Concert,26/10/19,26/10/19,1,VISTA EXCHANGE GREEN,na,na,THE STAR,“2019 Jonathan Lee [Those Songs Through The Years] Live In Singapore” is an indoor concert featuring Taiwanese singer Jonathan Lee.,General,na
2019,CHINESE FOOTBALL LIVE IN SINGAPORE AT DECLINE ON 26TH OCTOBER 2019.,ADAM KOSNAN BIN KOSNAN SIRAN,ENGLISH,Pop/Rock Concert,26/10/19,26/10/19,37,LORONG 23 GEYLANG,2,2,YU LI INDUSTRIAL BUILDING,“Chinese Football Live in Singapore” is an indoor concert featuring Chinese emo rock band Chinese Football. It will also feature an opening act by local band Xingfoo&Roy.,General,na
2019,YESTERDAY ONCE MORE,MCC INTERNATIONAL PTE. LTD.,CHINESE,Pop/Rock Concert,27/10/19,27/10/19,1,RAFFLES BOULEVARD,6,601,SUNTEC CITY,"Indoor concert featuring live singing of Mandarin and dialect songs by local artists such as Jack Neo, Mark Lee, Marcus Chin, Wang Lei, Li Fei Hui, Aileen Tan and others.",General,na
2019,THE MAINE LIVE IN SINGAPORE,UPSURGE PRODUCTIONS LLP,ENGLISH,Pop/Rock Concert,12/9/2019,12/9/2019,28,CHINA STREET,1,1,na,"Live concert featuring American rock band, The Maine.",General,na
2019,ENGELBERT HUMPERDINCK - LIVE IN SINGAPORE,LAMC PRODUCTIONS PTE LTD,ENGLISH,Pop/Rock Concert,5/11/2019,5/11/2019,50,KENT RIDGE CRESCENT,3,na,na,An indoor concert by Engelbert Humperdinck.,General,na
2019,SAM'S MUSICAL CONCERT,LEE SOON GUAN,CHINESE,Pop/Rock Concert,2/11/2019,2/11/2019,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,Indoor concert by singer Sam Lee.,General,na
2019,LOVE FOR ALL SEASONS,ALZHEIMER'S DISEASE ASSOCIATION,CHINESE,Pop/Rock Concert,26/10/19,26/10/19,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,Indoor charity concert with live singing of English and Chinese songs.,General,na
2019,2019 PENTAGON WORLD TOUR  LIVE IN SINGAPORE,CK STAR ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,2/11/2019,2/11/2019,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"Indoor concert by Korean boyband, Pentagon.",General,na
2019,CROWD LU ??? 2019 WORLD TOUR SINGAPORE 11 ????? ?????,CK STAR ENTERTAINMENT PTE. LTD.,CHINESE,Pop/Rock Concert,5/10/2019,5/10/2019,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,Indoor concert features Taiwanese artist Crowd Lu performing songs in Mandarin.,General,na
2019,IV OF SPADES LIVE IN SINGAPORE,BANDWAGON PTE. LTD.,OTHERS,Pop/Rock Concert,8/11/2019,8/11/2019,3615,JALAN BUKIT MERAH,1,na,GATEWAY THEATRE,"An indoor pop rock concert by Filipino band, IV of Spades.",General,na
2019,BTS WORLD TOUR `LOVE YOURSELF: SPEAK YOURSELF` FINAL IN SEOUL,GOLDEN VILLAGE MULTIPLEX PTE LTD,OTHERS,Pop/Rock Concert,27/10/19,27/10/19,1,KIM SENG PROMENADE,3,125,GREAT WORLD CITY,"Indoor live streaming of concert ""BTS World Tour 'Love Yourself: Speak Yourself' Final in Seoul"" by Kpop boyband BTS.",General,na
2019,RAINIE YANG YOUTH LIES WITHIN LIVE IN SINGAPORE,LIVE NATION SINGAPORE CONCERTS PTE. LTD.,CHINESE,Pop/Rock Concert,9/11/2019,9/11/2019,1,VISTA EXCHANGE GREEN,na,na,THE STAR,Indoor concert features Taiwanese artist Rainie Yang performing songs in Mandarin.,General,na
2019,JOI CHUA  CONCERT IN SINGAPORE,IMC LIVE GROUP (S) PTE. LTD.,CHINESE,Pop/Rock Concert,29/11/19,29/11/19,1,RAFFLES BOULEVARD,na,na,SUNTEC CITY,Indoor concert features local artist Joi Chua performing songs in Mandarin.,General,na
2019,JJ LIN SANCTUARY 2.0 WORLD TOUR,UNUSUAL ENTERTAINMENT PTE. LTD.,CHINESE,Pop/Rock Concert,21/12/19,22/12/19,1,STADIUM DRIVE,1,1,na,"This event is a concert by local singer, JJ Lin.",General,na
2019,CELESTE LIVE IN SINGAPORE,"WONG GUO RONG, NICHOLAS",OTHERS,Pop/Rock Concert,13/11/19,13/11/19,37,LORONG 23 GEYLANG,2,0,YU LI INDUSTRIAL BUILDING,"Concert by French black metal and post-hardcore band, Celeste.",Advisory,Some Mature Content
2019,"BURIED ALIVE, VOLUME 3",DANIEL SEBASTIAN S/O PETER,ENGLISH,Pop/Rock Concert,9/11/2019,9/11/2019,37,LORONG 23 GEYLANG,7,2,YU LI INDUSTRIAL BUILDING,"""Buried Alive, Volume 3"" is a metal concert featuring Japanese metal band, Evil; Malaysian metal band, Atomicdeath; as well as 6 local metal bands – Nuurisk, Qarnayn, Bloodstone, The Ironfist, Draconis Infernum and Rudra.",R18,Mature Content
2019,YASAI: EP LAUNCH,SERIYANTI BINTE SUHAIMI,ENGLISH,Pop/Rock Concert,23/11/19,23/11/19,37,LORONG 23 GEYLANG,2,na,YU LI INDUSTRIAL BUILDING,"Performance by local hip-hip band, Yasai.",General,na
2019,FRANCES YIP GLORIOUS 50TH ANNIVERSARY CONCERT,BIZ TRENDS MUSIC PTE. LTD.,CHINESE,Pop/Rock Concert,9/11/2019,9/11/2019,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,Indoor concert features Hong Kong artist Frances Yip.,General,na
2019,KAMP SINGAPORE 2019,UNUSUAL ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,9/11/2019,10/11/2019,na,STADIUM WALK,1,1,KALLANG INDOOR STADIUM,Indoor Kpop concert featuring 10 South Korean acts who are performing over two days.,General,na
2019,FRIEND & FAMILIES GATHERING,NEW GENERATION GROUP PTE. LTD.,OTHERS,Pop/Rock Concert,28/10/19,28/10/19,5,KOEK ROAD,na,5,CUPPAGE PLAZA,"Concert featuring two artists from Myanmar, Aung Yin and Moe Aung Yin.",General,na
2019,MUSICAL CONCERT,ARKA KREATIONS PTE. LTD.,OTHER INDIAN,Pop/Rock Concert,18/10/19,18/10/19,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,“Musical Concert” is an indoor Indian concert featuring Indian playback singers.,General,na
2019,MUSIC CONCERT (ORGANIZED BY MYANMAR CLUB SINGAPORE),MAY KYAW SOE NYUNT,OTHERS,Pop/Rock Concert,3/11/2019,3/11/2019,6001,BEACH ROAD,2,na,GOLDEN MILE TOWER,A Burmese pop/rock concert featuring musical acts from Myanmar.,General,na
2019,ÆTHER – SESSION TWO,JAYNI WONG,ENGLISH,Pop/Rock Concert,16/11/19,16/11/19,2,ORCHARD LINK,5,na,SCAPE,Concert featuring local bands.,General,na
2019,SUMMER SALT - LIVE IN SINGAPORE,SYMMETRY ENTERTAINMENT PTE. LTD.,ENGLISH,Pop/Rock Concert,15/11/19,15/11/19,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"Concert by American indie band, Summer Salt. The concert will also feature an opening act by local band, Sobs.",General,na
2019,FAN FAN 2019 ROAD TO HAPPINESS,BIZ TRENDS MEDIA PTE. LTD.,CHINESE,Pop/Rock Concert,16/11/19,16/11/19,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,Indoor concert features Taiwanese artist Fan Fan performing songs in Mandarin.,General,na
2019,BTS WORLD TOUR `LOVE YOURSELF: SPEAK YOURSELF` FINAL IN SEOUL,GOLDEN VILLAGE MULTIPLEX PTE LTD,OTHERS,Pop/Rock Concert,27/10/19,27/10/19,1,HARBOURFRONT WALK,2,30,VIVO CITY,"Indoor live streaming of concert ""BTS World Tour 'Love Yourself: Speak Yourself' Final in Seoul"" by Kpop boyband BTS.",General,na
2019,CHILDAID 2019,DICK LEE ASIA PTE. LTD.,ENGLISH,Pop/Rock Concert,20/11/19,21/11/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"""Childaid 2019"" marks the 15th anniversary of the annual event that is held with the aim of raising funds for ""The Straits Times School Pocket Money Fund"" and ""The Business Times Budding Artists Fund"".",General,na
2019,C3AFA SINGAPORE 2019 - I LOVE ANISONG CONCERTS,SOZO PTE. LTD.,JAPANES,Pop/Rock Concert,29/11/19,1/12/2019,1,RAFFLES BOULEVARD,4,na,SINGAPORE INT'L CONVENTION & EXHIBITION CTR,Concert on songs from popular Japanese animations by various Japanese artistes.,General,na
2019,YOUTH SERIES,DAVID TAN HOCK SAN,ENGLISH,Pop/Rock Concert,26/10/19,26/10/19,115B,COMMONWEALTH DRIVE,2,0,na,Indoor concert showcasing songs by the three bands: Hauste; The Parallax Error; and Saints Amongst Sinners.,General,na
2019,DELTA SLEEP LIVE IN SINGAPORE NOVEMBER 21 2019 AT DECLINE,AN ATMOS INITIATIVE,ENGLISH,Pop/Rock Concert,21/11/19,21/11/19,37,LORONG 23 GEYLANG,2,na,YU LI INDUSTRIAL BUILDING,"Performance by Math-rock band from the UK, Delta Sleep, with opening acts by local bands, Haust and Forest.",General,na
2019,10CM LIVE IN SINGAPORE 2019,MODE ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,18/11/19,18/11/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,“10CM Live in Singapore 2019” is an indoor concert featuring South Korean singer 10CM.,General,na
2019,CROSS-OVER X 9M88,CROSS RATIO ENTERTAINMENT PTE. LTD.,CHINESE,Pop/Rock Concert,28/11/19,28/11/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,Indoor concert features Taiwanese artist 9m88 performing songs in Mandarin.,General,na
2019,IMPLORE LIVE IN SINGAPORE,"WONG GUO RONG, NICHOLAS",ENGLISH,Pop/Rock Concert,30/11/19,30/11/19,37,LORONG 23 GEYLANG,2,na,YU LI INDUSTRIAL BUILDING,"""Implore Live in Singapore"" is a concert featuring German grindcore/death metal band, Implore.",Advisory,Some Mature Content
2019,SAM TSUI LIVE IN SINGAPORE 2019 - THE GOLD JACKET TOUR,IMPACT ENTERTAINMENT GROUP PTE. LTD.,ENGLISH,Pop/Rock Concert,17/11/19,17/11/19,17,STAMFORD ROAD,na,na,CAPITOL THEATRE,"Concert by American singer/songwriter, video producer and actor, Sam Tsui.",General,na
2019,DANIEL SID: LIVE IN CONCERT,THE GIG PEOPLE (SINGAPORE) LLP,ENGLISH,Pop/Rock Concert,26/10/19,26/10/19,2,ORCHARD LINK,na,na,SCAPE,"Indoor concert featuring three Singapore-based musicians, Daniel Sid, Sulaiman and Dreebsby.",General,na
